Gene,Refseq,chr,start,end,strand,siNup153,siNup93,DamID_Nup153,DamID_Nup93,DamID_Class,siNup_any,siRNA_Class,siRNA_bool,DamID_bool,siNup93_expr,siNup93_bool,siNup153_expr,siNup153_bool,chr_loci,incl_nup_si_dam
C9orf129,NM_001098808,9,96080481,96108696,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096080481,TRUE
FAM120AOS,NM_198841,9,96208782,96215874,-,1,1,0,0,0,1,0,0,0,change,1,change,1,9.096208782,TRUE
FAM120A,NM_001286722,9,96213978,96328397,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096213978,TRUE
PHF2,NM_005392,9,96338909,96441869,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096338909,TRUE
MIR4291,NR_036254,9,96581639,96581703,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096581639,TRUE
BARX1,NM_021570,9,96713909,96717608,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096713909,TRUE
PTPDC1,NM_177995,9,96793076,96872138,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096793076,TRUE
MIRLET7A1,NR_029476,9,96938239,96938318,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096938239,TRUE
MIRLET7F1,NR_029483,9,96938629,96938715,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096938629,TRUE
MIRLET7DHG,NR_046165,9,96938852,96966848,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096938852,TRUE
MIRLET7D,NR_029481,9,96941116,96941202,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.096941116,TRUE
ZNF169,NM_003448,9,97021548,97064111,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097021548,TRUE
NUTM2F,NM_017561,9,97080478,97090926,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097080478,TRUE
LOC100132077,NR_033937,9,97094758,97123230,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097094758,TRUE
HIATL1,NM_032558,9,97136833,97223202,+,1,0,0,0,0,1,0,0,0,none,0,change,1,9.097136833,TRUE
PCAT7,NR_121566,9,97317327,97330411,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.097317327,TRUE
FBP2,NM_003837,9,97320996,97356114,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097320996,TRUE
FBP1,NM_000507,9,97365421,97401923,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.097365421,TRUE
C9orf3,NM_032823,9,97488951,97849500,+,1,0,0,0,0,1,0,0,0,none,0,change,1,9.097488951,TRUE
MIR2278,NR_031755,9,97572244,97572339,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097572244,TRUE
MIR6081,NR_106729,9,97827632,97827728,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097827632,TRUE
MIR23B,NR_029664,9,97847490,97847586,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.09784749,TRUE
MIR27B,NR_029665,9,97847727,97847823,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097847727,TRUE
MIR3074,NR_036109,9,97848296,97848376,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097848296,TRUE
MIR24-1,NR_029496,9,97848303,97848370,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097848303,TRUE
FANCC,NM_000136,9,97861336,98079991,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.097861336,TRUE
PTCH1,NM_001083603,9,98205264,98279247,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.098205264,TRUE
LOC100507346,NR_038982,9,98225891,98232301,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.098225891,TRUE
LINC00476,NR_023390,9,98568370,98638259,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.09856837,TRUE
ERCC6L2,NM_020207,9,98637900,98780735,+,0,0,0,1,1,0,0,0,1,none,0,none,0,9.0986379,TRUE
LINC00092,NR_024129,9,98782014,98784037,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.098782014,TRUE
LOC158435,NR_033838,9,98828121,98864194,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.098828121,TRUE
LOC158434,NR_132344,9,98868943,98878693,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.098868943,TRUE
HSD17B3,NM_000197,9,98997589,99064434,-,1,1,0,0,0,1,0,0,0,change,1,change,1,9.098997589,TRUE
SLC35D2,NR_104627,9,99075719,99145992,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.099075719,TRUE
ZNF367,NM_153695,9,99148225,99180669,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099148225,TRUE
HABP4,NM_014282,9,99212437,99253618,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.099212437,TRUE
CDC14B,NM_033331,9,99262395,99382112,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099262395,TRUE
AAED1,NM_153698,9,99403533,99417599,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.099403533,TRUE
LOC441455,NR_026792,9,99488103,99489749,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099488103,TRUE
ZNF510,NM_014930,9,99518147,99540328,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099518147,TRUE
ZNF782,NM_001001662,9,99579273,99616389,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.099579273,TRUE
LOC100132781,NR_038890,9,99631182,99634510,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099631182,TRUE
LOC441454,NR_028350,9,99671357,99672737,+,1,0,0,0,0,1,0,0,0,none,0,change,1,9.099671357,TRUE
NUTM2G,NM_001045477,9,99691286,99704572,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099691286,TRUE
HIATL2,NR_002894,9,99708327,99775862,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099708327,TRUE
CTSV,NM_001333,9,99791959,99801592,-,1,1,0,0,0,1,0,0,0,change,1,change,1,9.099791959,TRUE
GAS2L1P2,NR_002942,9,99837953,99844227,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.099837953,TRUE
LOC100499484-C9ORF174,NR_036529,9,100000708,100139577,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.100000708,TRUE
LOC100499484,NR_036526,9,100000708,100059596,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100000708,TRUE
CCDC180,NM_020893,9,100069910,100139577,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.10006991,TRUE
MIR1302-8,NR_031637,9,100125836,100125963,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100125836,TRUE
LOC286359,NR_026847,9,100153119,100158973,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100153119,TRUE
TDRD7,NM_001302884,9,100174302,100258405,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.100174302,TRUE
TMOD1,NM_001166116,9,100263462,100364025,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.100263462,TRUE
TSTD2,NM_139246,9,100362362,100395962,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.100362362,TRUE
NCBP1,NM_002486,9,100395705,100436029,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100395705,TRUE
XPA,NM_000380,9,100437191,100459691,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.100437191,TRUE
FOXE1,NM_004473,9,100615537,100618997,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100615537,TRUE
C9orf156,NM_016481,9,100666771,100684852,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100666771,TRUE
HEMGN,NM_018437,9,100689073,100707197,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100689073,TRUE
ANP32B,NM_006401,9,100745489,100778224,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100745489,TRUE
NANS,NM_018946,9,100818959,100845365,+,1,1,1,1,3,1,0,0,1,change,1,change,1,9.100818959,TRUE
TRIM14,NM_033219,9,100846635,100881635,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.100846635,TRUE
CORO2A,NM_052820,9,100883257,100954956,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100883257,TRUE
TBC1D2,NM_001267571,9,100961280,101018003,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.10096128,TRUE
MIR6854,NR_106913,9,100991431,100991499,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.100991431,TRUE
GABBR2,NM_005458,9,101050364,101471479,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.101050364,TRUE
ANKS6,NM_173551,9,101494291,101558824,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.101494291,TRUE
GALNT12,NM_024642,9,101569981,101612363,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.101569981,TRUE
COL15A1,NM_001855,9,101705995,101833074,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.101705995,TRUE
TGFBR1,NM_004612,9,101867371,101916473,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.101867371,TRUE
ALG2,NM_033087,9,101978707,101984246,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.101978707,TRUE
SEC61B,NM_006808,9,101984570,101992901,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.10198457,TRUE
NAMA,NR_102271,9,102117622,102137539,-,0,0,1,0,2,0,0,0,1,none,0,none,0,9.102117622,TRUE
LOC101928438,NR_109802,9,102348068,102582171,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.102348068,TRUE
NR4A3,NM_006981,9,102584137,102629173,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.102584137,TRUE
STX17-AS1,NR_038853,9,102648600,102668883,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.1026486,TRUE
STX17,NM_017919,9,102668915,102736818,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.102668915,TRUE
ERP44,NM_015051,9,102741463,102861334,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.102741463,TRUE
INVS,NM_183245,9,102861502,103063426,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.102861502,TRUE
TEX10,NM_017746,9,103064357,103115259,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.103064357,TRUE
MSANTD3,NM_080655,9,103189495,103214016,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.103189495,TRUE
MSANTD3-TMEFF1,NM_001198812,9,103204188,103339918,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.103204188,TRUE
TMEFF1,NM_003692,9,103235520,103339918,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.10323552,TRUE
MURC,NM_001018116,9,103340361,103350669,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.103340361,TRUE
LPPR1,NM_207299,9,103791031,104087417,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.103791031,TRUE
BAAT,NM_001701,9,104122699,104147287,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.104122699,TRUE
MRPL50,NM_019051,9,104152249,104160919,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.104152249,TRUE
ZNF189,NM_197977,9,104161136,104172942,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.104161136,TRUE
ALDOB,NM_000035,9,104182842,104198062,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.104182842,TRUE
TMEM246-AS1,NR_121573,9,104230721,104243788,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.104230721,TRUE
TMEM246,NM_032342,9,104235440,104249503,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.10423544,TRUE
RNF20,NM_019592,9,104296131,104325626,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.104296131,TRUE
GRIN3A,NM_133445,9,104331634,104500862,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.104331634,TRUE
PPP3R2,NM_147180,9,104353897,104357283,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.104353897,TRUE
LINC00587,NR_103830,9,105281919,105419791,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.105281919,TRUE
CYLC2,NM_001340,9,105757593,105780770,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.105757593,TRUE
LINC01492,NR_121578,9,105902810,106087315,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.10590281,TRUE
LOC101928523,NR_109803,9,106761990,106762763,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.10676199,TRUE
SMC2-AS1,NR_121580,9,106842305,106854755,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.106842305,TRUE
SMC2,NM_001265602,9,106856541,106903700,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.106856541,TRUE
OR13F1,NM_001004485,9,107266544,107267503,+,0,0,1,0,2,0,0,0,1,none,0,none,0,9.107266544,TRUE
OR13C4,NM_001001919,9,107288534,107289490,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107288534,TRUE
OR13C3,NM_001001961,9,107298051,107299094,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107298051,TRUE
OR13C8,NM_001004483,9,107331449,107332411,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107331449,TRUE
OR13C5,NM_001004482,9,107360738,107361694,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107360738,TRUE
OR13C2,NM_001004481,9,107366952,107367908,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107366952,TRUE
OR13C9,NM_001001956,9,107379529,107380485,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107379529,TRUE
OR13D1,NM_001004484,9,107456703,107457743,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107456703,TRUE
NIPSNAP3A,NM_015469,9,107509969,107522403,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.107509969,TRUE
NIPSNAP3B,NM_018376,9,107526022,107540045,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.107526022,TRUE
ABCA1,NM_005502,9,107543284,107690527,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.107543284,TRUE
SLC44A1,NM_001286730,9,108006894,108159628,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.108006894,TRUE
FSD1L,NM_001287191,9,108210315,108314714,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.1082103150000009,TRUE
FKTN,NM_001198963,9,108320411,108403399,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.108320411,TRUE
TAL2,NM_005421,9,108424738,108425385,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.108424738,TRUE
TMEM38B,NM_018112,9,108456806,108538892,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.108456806,TRUE
MIR8081,NR_107048,9,109363209,109363303,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.109363209,TRUE
LINC01505,NR_104145,9,109378339,109442081,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.109378339,TRUE
ZNF462,NM_021224,9,109625378,109773796,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.109625378,TRUE
MIR548Q,NR_031752,9,109653505,109848716,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.109653505,TRUE
LOC340512,NR_126029,9,109737114,109865269,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.109737114,TRUE
RAD23B,NM_002874,9,110045517,110094475,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.110045517,TRUE
LINC01509,NR_121581,9,110182565,110228866,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.110182565,TRUE
KLF4,NM_004235,9,110247133,110252047,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.110247133,TRUE
ACTL7B,NM_006686,9,111616869,111618275,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.111616869,TRUE
ACTL7A,NM_006687,9,111624508,111626035,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.111624508,TRUE
IKBKAP,NM_003640,9,111629800,111696608,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.1116298,TRUE
FAM206A,NM_017832,9,111696673,111703237,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.111696673,TRUE
CTNNAL1,NM_003798,9,111704849,111775874,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.111704849,TRUE
TMEM245,NM_032012,9,111777415,111882225,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.111777415,TRUE
MIR32,NR_029506,9,111808509,111808578,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.111808509,TRUE
FRRS1L,NM_014334,9,111899581,111929571,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.111899581,TRUE
EPB41L4B,NM_019114,9,111934254,112083244,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.111934254,TRUE
PTPN3,NM_001145368,9,112137974,112260593,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.112137974,TRUE
MIR3927,NR_037493,9,112273755,112273825,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.112273755,TRUE
PALM2,NM_001037293,9,112403068,112713756,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.112403068,TRUE
PALM2-AKAP2,NM_147150,9,112542577,112934791,+,1,1,1,0,2,1,0,0,1,change,1,change,1,9.112542577,TRUE
AKAP2,NM_001004065,9,112810878,112934791,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.112810878,TRUE
C9orf152,NM_001012993,9,112961846,112970413,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.112961846,TRUE
TXN,NM_003329,9,113006092,113018920,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.113006092,TRUE
TXNDC8,NM_001286946,9,113065867,113100164,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.113065867,TRUE
SVEP1,NM_153366,9,113127529,113342160,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.113127529,TRUE
MUSK,NM_001166280,9,113431051,113563278,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.113431051,TRUE
LPAR1,NM_001401,9,113636054,113800365,-,1,0,0,0,0,1,0,0,0,none,0,change,1,9.113636054,TRUE
MIR7702,NR_106989,9,114033436,114033494,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114033436,TRUE
OR2K2,NM_205859,9,114089763,114090713,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114089763,TRUE
KIAA0368,NM_001080398,9,114122973,114247025,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114122973,TRUE
ZNF483,NM_001007169,9,114287439,114340124,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114287439,TRUE
PTGR1,NM_001146109,9,114312002,114362135,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.114312002,TRUE
LRRC37A5P,NR_034087,9,114365111,114375833,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114365111,TRUE
DNAJC25-GNG10,NM_004125,9,114393632,114432526,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114393632,TRUE
DNAJC25,NR_037148,9,114393632,114416631,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114393632,TRUE
GNG10,NM_001017998,9,114423851,114432526,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.114423851,TRUE
C9orf84,NR_109816,9,114448799,114557288,-,1,0,0,0,0,1,0,0,0,none,0,change,1,9.114448799,TRUE
UGCG,NM_003358,9,114659046,114697654,+,0,1,0,0,0,1,0,0,0,change,1,none,0,9.114659046,TRUE
MIR4668,NR_039814,9,114694380,114694449,+,0,0,0,1,1,0,0,0,1,none,0,none,0,9.11469438,TRUE
MIR3134,NR_036085,9,114758832,115112545,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.114758832,TRUE
SUSD1,NM_001282640,9,114803061,114937577,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.114803061,TRUE
PTBP3,NM_001163790,9,114979995,115095944,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.114979995,TRUE
HSDL2,NM_032303,9,115142189,115234685,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115142189,TRUE
KIAA1958,NM_133465,9,115249248,115427591,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115249248,TRUE
INIP,NM_021218,9,115448791,115480387,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115448791,TRUE
SNX30,NM_001012994,9,115513134,115637267,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115513134,TRUE
SLC46A2,NM_033051,9,115641200,115653193,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.1156412,TRUE
ZNF883,NM_001101338,9,115759400,115774472,-,1,0,0,0,0,1,0,0,0,none,0,change,1,9.1157594,TRUE
ZFP37,NM_001282518,9,115804095,115819071,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115804095,TRUE
FAM225B,NR_024376,9,115867003,115873957,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115867003,TRUE
FAM225A,NR_024366,9,115875176,115882126,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115875176,TRUE
SLC31A2,NM_001860,9,115913238,115926422,+,1,1,0,0,0,1,0,0,0,change,1,change,1,9.115913238,TRUE
FKBP15,NM_015258,9,115927800,115983641,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.1159278,TRUE
SLC31A1,NM_001859,9,115983808,116026772,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.115983808,TRUE
CDC26,NM_139286,9,116029290,116037869,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.11602929,TRUE
PRPF4,NM_004697,9,116037914,116055185,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116037914,TRUE
RNF183,NM_145051,9,116059373,116061320,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116059373,TRUE
WDR31,NM_001012361,9,116077931,116102620,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116077931,TRUE
BSPRY,NM_017688,9,116111812,116133513,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116111812,TRUE
HDHD3,NM_001304509,9,116135696,116139289,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116135696,TRUE
ALAD,NM_000031,9,116148592,116163618,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116148592,TRUE
POLE3,NM_017443,9,116169518,116173029,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116169518,TRUE
C9orf43,NM_152786,9,116172988,116191964,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116172988,TRUE
RGS3,NM_144488,9,116207009,116360023,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116207009,TRUE
ZNF618,NM_133374,9,116638562,116818875,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.116638562,TRUE
AMBP,NM_001633,9,116822408,116840752,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.116822408,TRUE
KIF12,NM_138424,9,116853918,116861337,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116853918,TRUE
COL27A1,NM_032888,9,116917825,117074796,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.116917825,TRUE
MIR455,NR_030255,9,116971714,116971809,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.116971714,TRUE
ORM1,NM_000607,9,117085303,117088759,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.117085303,TRUE
ORM2,NM_000608,9,117092069,117095536,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.117092069,TRUE
AKNA,NM_030767,9,117096433,117156685,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.117096433,TRUE
DFNB31,NM_015404,9,117164360,117267736,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.11716436,TRUE
ATP6V1G1,NM_004888,9,117349994,117361152,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.117349994,TRUE
C9orf91,NM_153045,9,117373706,117408703,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.117373706,TRUE
LOC100505478,NM_001199233,9,117428714,117444369,-,0,1,0,0,0,1,0,0,0,change,1,none,0,9.117428714,TRUE
TNFSF15,NM_005118,9,117546915,117568408,-,-1,1,0,0,0,1,2,1,0,change,1,change,1,9.117546915,TRUE
TNFSF8,NM_001252290,9,117655623,117692875,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.117655623,TRUE
TNC,NM_002160,9,117781854,117880536,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.117781854,TRUE
LOC101928748,NR_110950,9,117881819,117900688,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.117881819,TRUE
41243,NM_017418,9,117904097,118164923,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.117904097,TRUE
LOC101928775,NR_109805,9,118501949,118506518,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.118501949,TRUE
LINC00474,NR_024032,9,118650544,118687377,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.118650544,TRUE
PAPPA,NM_002581,9,118916071,119164600,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.118916071,TRUE
PAPPA-AS1,NR_103711,9,119160437,119162885,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.119160437,TRUE
ASTN2,NM_014010,9,119187504,120177317,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.119187504,TRUE
ASTN2-AS1,NR_033973,9,119266562,119324572,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.119266562,TRUE
TRIM32,NM_001099679,9,119449581,119463579,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.119449581,TRUE
SNORA70C,NR_003708,9,119943345,119943480,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.119943345,TRUE
LOC101928797,NR_109806,9,120410884,120419304,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.120410884,TRUE
TLR4,NM_138554,9,120466453,120479769,+,1,0,0,0,0,1,0,0,0,none,0,change,1,9.120466453,TRUE
BRINP1,NM_014618,9,121928908,122131739,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.121928908,TRUE
MIR147A,NR_029604,9,123007257,123007328,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.123007257,TRUE
CDK5RAP2,NM_001011649,9,123151147,123342448,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.123151147,TRUE
MEGF9,NM_001080497,9,123363196,123476765,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,9.123363196,TRUE
FBXW2,NM_012164,9,123519254,123555740,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.123519254,TRUE
LOC100288842,NR_027442,9,123555775,123561009,+,0,0,0,0,0,0,0,0,0,none,0,none,0,9.123555775,TRUE
PSMD5,NM_001270427,9,123578332,123605299,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.123578332,TRUE
PSMD5-AS1,NR_024408,9,123605320,123616651,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.12360532,TRUE
PHF19,NM_001286840,9,123617929,123657174,-,1,0,0,0,0,1,0,0,0,none,0,change,1,9.123617929,TRUE
TRAF1,NM_001190945,9,123664671,123691451,-,-1,1,0,0,0,1,2,1,0,change,1,change,1,9.123664671,TRUE
C5,NM_001735,9,123714614,123812554,-,0,0,0,0,0,0,0,0,0,none,0,none,0,9.123714614,TRUE
CNTRL,NM_007018,9,123850574,123939886,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,9.123850574,TRUE
RAB14,NM_016322,9,123940415,123964365,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,9.123940415,TRUE
GSN,NM_001127666,9,124030380,124095120,+,-1,-1,1,0,2,1,3,1,1,change,1,change,1,9.12403038,TRUE
